Fecha;"Volumen (€)";"Ingresos diarios recurrentes (€, sin IVA)";"Ingresos anuales recurrentes (€, sin IVA)";"Comisión media anual (%, sin IVA)"
2023-11-03;1.832.964.123,13;13.133,92;4.793.879,53;0,262
2023-11-04;1.832.976.504,06;13.134,12;4.793.953,07;0,262
2023-11-05;1.832.973.364,91;13.137,12;4.795.049,30;0,262
2023-11-06;1.839.982.157,55;13.187,11;4.813.295,65;0,262
2023-11-07;1.838.442.363,78;13.213,12;4.822.787,92;0,262
2023-11-08;1.842.734.983,46;13.249,08;4.835.913,02;0,262
2023-11-09;1.841.604.243,12;13.248,06;4.835.542,87;0,263
2023-11-10;1.839.253.695,65;13.214,66;4.823.352,29;0,262
2023-11-11;1.839.237.918,66;13.212,63;4.822.609,76;0,262
2023-11-12;1.839.234.364,15;13.212,63;4.822.609,58;0,262
2023-11-13;1.847.283.001,72;13.272,85;4.844.590,19;0,262
2023-11-14;1.851.776.878,57;13.282,47;4.848.101,39;0,262
2023-11-15;1.862.624.082,98;13.393,64;4.888.678,44;0,262
2023-11-16;1.866.536.759,18;13.417,61;4.897.427,81;0,262
2023-11-17;1.867.610.880,77;13.412,85;4.895.689,21;0,262
2023-11-18;1.867.615.110,49;13.416,40;4.896.984,55;0,262
2023-11-19;1.867.611.489,39;13.416,91;4.897.173,84;0,262
2023-11-20;1.872.321.349,42;13.446,31;4.907.903,40;0,262
2023-11-21;1.874.820.028,90;13.467,40;4.915.600,63;0,262
2023-11-22;1.876.865.498,12;13.471,37;4.917.051,12;0,262
2023-11-23;1.884.124.270,88;13.526,17;4.937.051,50;0,262
2023-11-24;1.882.514.516,94;13.519,29;4.934.540,52;0,262
2023-11-25;1.882.510.496,47;13.518,27;4.934.169,18;0,262
2023-11-26;1.882.506.858,30;13.518,33;4.934.191,07;0,262
2023-11-27;1.880.507.123,49;13.510,08;4.931.178,81;0,262
2023-11-28;1.882.501.094,71;13.506,04;4.929.706,28;0,262
2023-11-29;1.882.308.850,48;13.510,93;4.931.487,80;0,262
2023-11-30;1.888.056.209,95;13.533,98;4.939.901,36;0,262
2023-12-01;1.900.582.046,07;13.608,40;4.967.065,16;0,261
2023-12-02;1.900.572.272,27;13.609,30;4.967.394,51;0,261
2023-12-03;1.900.571.071,26;13.609,71;4.967.545,54;0,261
2023-12-04;1.919.989.727,15;13.772,57;5.026.986,62;0,262
2023-12-05;1.922.429.663,34;13.765,95;5.024.572,11;0,261
2023-12-06;1.926.205.159,64;13.791,35;5.033.842,78;0,261
2023-12-07;1.932.975.151,03;13.852,54;5.056.177,08;0,262
2023-12-08;1.938.111.740,51;13.885,24;5.068.112,21;0,261
2023-12-09;1.938.205.333,29;13.885,64;5.068.260,05;0,261
2023-12-10;1.938.201.575,06;13.886,02;5.068.396,01;0,261
2023-12-11;1.942.627.780,10;13.913,16;5.078.303,47;0,261
2023-12-12;1.948.934.295,21;13.961,91;5.096.096,63;0,261
2023-12-13;1.953.818.281,95;13.975,82;5.101.176,11;0,261
2023-12-14;1.968.032.798,53;14.090,81;5.143.146,40;0,261
2023-12-15;1.965.536.094,08;14.077,24;5.138.193,97;0,261
2023-12-16;1.965.530.470,60;14.080,90;5.139.529,68;0,261
2023-12-17;1.965.526.637,74;14.081,20;5.139.638,42;0,261
2023-12-18;1.977.166.488,77;14.152,61;5.165.703,78;0,261
2023-12-19;1.978.798.793,16;14.147,44;5.163.814,79;0,261
2023-12-20;1.980.298.291,54;14.181,18;5.176.132,26;0,261
2023-12-21;1.977.857.365,20;14.144,01;5.162.562,67;0,261
2023-12-22;1.984.631.483,90;14.199,75;5.182.908,81;0,261
2023-12-23;1.984.629.460,28;14.203,58;5.184.308,32;0,261
2023-12-24;1.984.534.527,70;14.203,57;5.184.301,37;0,261
2023-12-25;1.984.633.208,59;14.201,83;5.183.668,58;0,261
2023-12-26;1.986.473.046,45;14.205,80;5.185.117,14;0,261
2023-12-27;1.991.898.669,26;14.255,30;5.203.185,16;0,261
2023-12-28;1.995.697.905,75;14.289,18;5.215.549,47;0,261
2023-12-29;2.002.044.662,83;14.315,56;5.225.178,30;0,261
2023-12-30;2.002.132.248,83;14.319,40;5.226.579,79;0,261
2023-12-31;2.002.173.784,81;14.370,46;5.245.216,33;0,262
2024-01-01;2.006.931.383,17;14.054,21;5.129.785,49;0,256
2024-01-02;2.009.832.566,91;14.081,47;5.139.737,72;0,256
2024-01-03;2.016.988.764,55;14.137,71;5.160.264,60;0,256
2024-01-04;2.010.496.145,40;14.083,52;5.140.485,66;0,256
2024-01-05;2.005.046.477,22;14.028,09;5.120.253,79;0,255
2024-01-06;2.005.041.103,73;14.028,30;5.120.330,62;0,255
2024-01-07;2.005.038.151,96;14.028,96;5.120.572,13;0,255
2024-01-08;2.007.579.520,14;14.025,58;5.119.337,46;0,255
2024-01-09;2.019.767.437,39;14.125,59;5.155.839,72;0,255
2024-01-10;2.023.905.785,06;14.148,50;5.164.204,11;0,255
2024-01-11;2.023.084.058,56;14.135,87;5.159.593,77;0,255
2024-01-12;2.029.099.007,08;14.156,33;5.167.060,14;0,255
2024-01-13;2.029.100.606,88;14.153,28;5.165.946,70;0,255
2024-01-14;2.029.096.647,75;14.153,31;5.165.959,22;0,255
2024-01-15;2.034.362.310,87;14.199,74;5.182.904,75;0,255
2024-01-16;2.035.025.981,92;14.208,47;5.186.090,91;0,255
2024-01-17;2.030.814.462,47;14.194,60;5.181.028,60;0,255
2024-01-18;2.023.080.354,48;14.118,46;5.153.236,86;0,255
2024-01-19;2.031.648.823,45;14.175,16;5.173.933,85;0,255
2024-01-20;2.031.642.448,88;14.180,93;5.176.039,58;0,255
2024-01-21;2.031.638.490,69;14.178,66;5.175.210,30;0,255
2024-01-22;2.040.035.730,58;14.239,89;5.197.560,88;0,255
2024-01-23;2.050.596.975,83;14.298,92;5.219.105,03;0,255
2024-01-24;2.057.747.884,42;14.338,30;5.233.478,35;0,254
2024-01-25;2.060.905.092,67;14.362,32;5.242.247,09;0,254
2024-01-26;2.074.908.571,57;14.447,82;5.273.454,91;0,254
2024-01-27;2.074.915.828,96;14.447,76;5.273.431,73;0,254
2024-01-28;2.074.911.810,00;14.448,43;5.273.676,36;0,254
2024-01-29;2.076.849.951,15;14.441,04;5.270.980,99;0,254
2024-01-30;2.093.644.575,47;14.587,10;5.324.290,41;0,254
2024-01-31;2.088.162.082,37;14.552,31;5.311.594,30;0,254
2024-02-01;2.085.228.623,32;14.507,08;5.295.084,23;0,254
2024-02-02;2.099.075.132,24;14.624,70;5.338.014,45;0,254
2024-02-03;2.099.102.072,03;14.628,03;5.339.229,67;0,254
2024-02-04;2.099.098.162,99;14.627,63;5.339.084,75;0,254
2024-02-05;2.108.140.004,67;14.670,02;5.354.555,73;0,254
2024-02-06;2.114.721.968,42;14.709,02;5.368.793,14;0,254
2024-02-07;2.123.976.720,51;14.785,70;5.396.782,10;0,254
2024-02-08;2.128.710.192,79;14.816,67;5.408.083,65;0,254
2024-02-09;2.129.739.204,70;14.815,13;5.407.521,15;0,254
2024-02-10;2.129.729.135,45;14.819,27;5.409.034,00;0,254
2024-02-11;2.129.725.026,71;14.819,33;5.409.055,88;0,254
2024-02-12;2.133.564.696,67;14.842,11;5.417.371,33;0,254
2024-02-13;2.137.492.289,60;14.891,86;5.435.530,16;0,254
2024-02-14;2.132.921.662,75;14.820,55;5.409.500,25;0,254
2024-02-15;2.144.458.062,82;14.910,04;5.442.165,81;0,254
2024-02-16;2.151.731.154,28;14.971,47;5.464.587,06;0,254
2024-02-17;2.151.730.118,45;14.975,80;5.466.167,42;0,254
2024-02-18;2.151.725.970,02;14.975,92;5.466.212,13;0,254
2024-02-19;2.153.114.517,21;14.973,34;5.465.270,67;0,254
2024-02-20;2.156.698.948,89;14.998,41;5.474.418,79;0,254
2024-02-21;2.149.044.270,11;14.939,40;5.452.880,37;0,254
2024-02-22;2.151.730.063,11;14.936,47;5.451.811,45;0,253
2024-02-23;2.171.866.933,02;15.090,15;5.507.902,96;0,254
2024-02-24;2.171.866.782,91;15.091,70;5.508.469,34;0,254
2024-02-25;2.171.862.564,27;15.091,91;5.508.548,54;0,254
2024-02-26;2.174.978.690,58;15.120,12;5.518.842,64;0,254
2024-02-27;2.172.532.486,63;15.084,05;5.505.679,71;0,253
2024-02-28;2.178.235.473,82;15.113,92;5.516.580,08;0,253
2024-02-29;2.178.286.648,70;15.116,74;5.517.610,55;0,253
2024-03-01;2.190.958.279,96;15.188,40;5.543.765,60;0,253
2024-03-02;2.190.954.868,55;15.193,54;5.545.643,79;0,253
2024-03-03;2.190.952.215,37;15.196,16;5.546.599,29;0,253
2024-03-04;2.204.135.127,43;15.314,33;5.589.729,99;0,254
2024-03-05;2.206.243.257,67;15.317,71;5.590.965,39;0,253
2024-03-06;2.205.038.206,52;15.301,83;5.585.168,74;0,253
2024-03-07;2.212.404.897,50;15.348,97;5.602.372,98;0,253
2024-03-08;2.222.107.940,88;15.435,24;5.633.861,03;0,254
2024-03-09;2.222.105.771,62;15.437,00;5.634.505,62;0,254
2024-03-10;2.222.101.506,25;15.439,70;5.635.489,10;0,254
2024-03-11;2.222.250.968,89;15.423,00;5.629.393,31;0,253
2024-03-12;2.224.364.184,18;15.418,69;5.627.822,68;0,253
2024-03-13;2.235.286.073,52;15.509,04;5.660.800,34;0,253
2024-03-14;2.232.788.253,61;15.487,49;5.652.933,18;0,253
2024-03-15;2.233.369.112,94;15.487,70;5.653.010,79;0,253
2024-03-16;2.233.352.300,82;15.490,68;5.654.097,62;0,253
2024-03-17;2.233.348.021,75;15.492,71;5.654.838,52;0,253
2024-03-18;2.228.168.530,01;15.443,52;5.636.883,89;0,253
2024-03-19;2.239.881.899,17;15.508,77;5.660.702,67;0,253
2024-03-20;2.249.605.243,59;15.569,61;5.682.908,90;0,253
2024-03-21;2.260.127.206,47;15.650,76;5.712.527,14;0,253
2024-03-22;2.275.369.478,20;15.740,82;5.745.399,82;0,253
2024-03-23;2.275.368.935,94;15.742,60;5.746.047,26;0,253
2024-03-24;2.275.364.261,60;15.744,92;5.746.895,05;0,253
2024-03-25;2.279.724.361,51;15.792,44;5.764.239,26;0,253
2024-03-26;2.276.038.682,54;15.754,77;5.750.490,18;0,253
2024-03-27;2.281.907.628,67;15.776,53;5.758.432,11;0,252
2024-03-28;2.295.299.323,09;15.868,95;5.792.165,66;0,252
2024-03-29;2.298.434.080,88;15.889,76;5.799.762,68;0,252
2024-03-30;2.298.783.907,85;15.894,00;5.801.309,41;0,252
2024-03-31;2.298.779.364,22;15.898,06;5.802.791,95;0,252
2024-04-01;2.297.059.055,08;15.907,60;5.806.274,94;0,253
2024-04-02;2.303.984.472,22;15.961,94;5.826.106,83;0,253
2024-04-03;2.300.823.729,18;15.916,56;5.809.543,63;0,252
2024-04-04;2.294.848.172,33;15.893,16;5.801.002,76;0,253
2024-04-05;2.291.105.538,13;15.838,32;5.780.988,38;0,252
2024-04-06;2.291.107.351,49;15.842,19;5.782.400,90;0,252
2024-04-07;2.291.103.014,67;15.842,42;5.782.485,03;0,252
2024-04-08;2.300.537.697,20;15.909,28;5.806.886,39;0,252
2024-04-09;2.302.842.541,78;15.923,09;5.811.927,06;0,252
2024-04-10;2.306.436.721,52;15.953,53;5.823.039,90;0,252
2024-04-11;2.308.230.354,21;15.927,69;5.813.607,84;0,252
2024-04-12;2.315.098.996,36;16.002,66;5.840.969,14;0,252
2024-04-13;2.315.088.271,42;16.002,46;5.840.897,78;0,252
2024-04-14;2.315.083.918,00;16.005,29;5.841.931,08;0,252
2024-04-15;2.312.957.052,74;15.998,43;5.839.426,36;0,252
2024-04-16;2.296.717.604,57;15.885,38;5.798.165,39;0,252
2024-04-17;2.283.231.482,29;15.776,01;5.758.242,87;0,252
2024-04-18;2.278.252.404,06;15.756,38;5.751.078,02;0,252
2024-04-19;2.276.309.951,28;15.747,33;5.747.774,73;0,253
2024-04-20;2.276.304.910,55;15.744,94;5.746.903,54;0,252
2024-04-21;2.276.300.622,22;15.748,17;5.748.081,53;0,253
2024-04-22;2.268.915.311,73;15.662,39;5.716.772,68;0,252
2024-04-23;2.287.040.382,57;15.784,94;5.761.503,64;0,252
2024-04-24;2.296.535.075,29;15.863,30;5.790.103,49;0,252
2024-04-25;2.297.229.049,75;15.880,55;5.796.402,17;0,252
2024-04-26;2.288.720.071,86;15.788,85;5.762.931,91;0,252
2024-04-27;2.288.708.712,13;15.787,92;5.762.589,36;0,252
2024-04-28;2.288.704.330,59;15.790,11;5.763.390,23;0,252
2024-04-29;2.307.987.122,10;15.928,66;5.813.962,41;0,252
2024-04-30;2.313.125.607,70;15.991,18;5.836.781,28;0,252
2024-05-01;2.303.470.200,34;15.919,64;5.810.667,41;0,252
2024-05-02;2.306.424.732,54;15.922,46;5.811.699,72;0,252
2024-05-03;2.324.455.126,13;16.026,03;5.849.502,62;0,252
2024-05-04;2.324.482.902,23;16.033,77;5.852.327,19;0,252
2024-05-05;2.324.478.710,17;16.035,41;5.852.925,36;0,252
2024-05-06;2.337.023.336,07;16.115,95;5.882.323,29;0,252
2024-05-07;2.350.249.852,55;16.208,69;5.916.171,97;0,252
2024-05-08;2.357.866.141,57;16.267,60;5.937.674,83;0,252
2024-05-09;2.360.210.194,98;16.271,37;5.939.050,41;0,252
2024-05-10;2.364.217.251,23;16.307,67;5.952.298,88;0,252
2024-05-11;2.364.213.758,85;16.310,66;5.953.392,58;0,252
2024-05-12;2.364.209.291,25;16.312,18;5.953.944,81;0,252
2024-05-13;2.371.500.220,69;16.357,09;5.970.337,32;0,252
2024-05-14;2.372.742.194,38;16.353,06;5.968.867,34;0,252
2024-05-15;2.379.156.765,99;16.382,28;5.979.533,17;0,251
2024-05-16;2.392.433.102,55;16.504,26;6.024.055,09;0,252
2024-05-17;2.394.119.529,38;16.501,68;6.023.114,23;0,252
2024-05-18;2.394.113.767,95;16.503,89;6.023.920,39;0,252
2024-05-19;2.394.109.430,85;16.505,78;6.024.611,21;0,252
2024-05-20;2.393.730.217,50;16.506,10;6.024.727,43;0,252
2024-05-21;2.399.231.664,46;16.539,40;6.036.881,41;0,252
2024-05-22;2.400.617.098,93;16.549,59;6.040.600,45;0,252
2024-05-23;2.397.013.013,48;16.535,28;6.035.376,37;0,252
2024-05-24;2.391.834.936,76;16.477,34;6.014.228,68;0,251
2024-05-25;2.391.823.753,34;16.479,87;6.015.151,28;0,251
2024-05-26;2.391.819.261,28;16.481,69;6.015.816,50;0,252
2024-05-27;2.395.618.378,45;16.504,48;6.024.133,89;0,251
2024-05-28;2.400.684.710,21;16.543,74;6.038.464,52;0,252
2024-05-29;2.394.575.263,39;16.514,72;6.027.874,22;0,252
2024-05-30;2.386.603.453,85;16.437,45;5.999.668,12;0,251
2024-05-31;2.386.151.650,48;16.424,51;5.994.944,84;0,251
2024-06-01;2.386.151.886,68;16.424,07;5.994.784,25;0,251
2024-06-02;2.386.148.404,99;16.427,71;5.996.115,51;0,251
2024-06-03;2.398.667.292,68;16.508,73;6.025.687,57;0,251
2024-06-04;2.410.484.967,38;16.596,16;6.057.598,96;0,251
2024-06-05;2.409.973.494,79;16.569,10;6.047.720,95;0,251
2024-06-06;2.428.838.977,64;16.711,36;6.099.645,18;0,251
2024-06-07;2.430.185.126,90;16.737,95;6.109.352,02;0,251
2024-06-08;2.430.189.856,42;16.743,06;6.111.215,62;0,251
2024-06-09;2.430.185.333,38;16.745,03;6.111.935,97;0,252
2024-06-10;2.436.962.740,34;16.753,70;6.115.101,76;0,251
2024-06-11;2.448.639.186,22;16.824,66;6.141.002,21;0,251
2024-06-12;2.450.719.360,38;16.818,49;6.138.747,62;0,250
2024-06-13;2.448.847.737,78;16.855,88;6.152.395,75;0,251
2024-06-14;2.457.208.385,07;16.889,23;6.164.567,15;0,251
2024-06-15;2.457.330.739,70;16.891,00;6.165.214,22;0,251
2024-06-16;2.457.326.158,43;16.893,70;6.166.201,83;0,251
2024-06-17;2.462.460.648,66;16.926,38;6.178.127,50;0,251
2024-06-18;2.468.197.610,50;16.949,04;6.186.398,67;0,251
2024-06-19;2.475.177.879,36;17.012,50;6.209.562,12;0,251
2024-06-20;2.477.952.663,53;17.022,68;6.213.277,66;0,251
2024-06-21;2.481.622.074,47;17.051,82;6.223.913,69;0,251
2024-06-22;2.481.589.066,26;17.052,59;6.224.194,52;0,251
2024-06-23;2.481.584.458,36;17.053,88;6.224.666,00;0,251
2024-06-24;2.481.657.425,66;17.052,56;6.224.183,40;0,251
2024-06-25;2.484.207.038,44;17.054,94;6.225.053,85;0,251
2024-06-26;2.490.474.547,62;17.097,35;6.240.533,57;0,251
2024-06-27;2.491.881.492,09;17.101,80;6.242.158,81;0,250
2024-06-28;2.490.260.374,63;17.097,76;6.240.683,00;0,251
2024-06-29;2.490.336.417,24;17.104,09;6.242.993,69;0,251
2024-06-30;2.490.331.805,95;17.108,05;6.244.437,92;0,251
2024-07-01;2.488.913.409,05;17.084,44;6.235.820,69;0,251
2024-07-02;2.497.855.429,84;17.122,14;6.249.579,38;0,250
2024-07-03;2.503.919.073,93;17.169,43;6.266.842,36;0,250
2024-07-04;2.512.949.359,72;17.244,86;6.294.372,17;0,250
2024-07-05;2.520.266.697,82;17.278,21;6.306.548,18;0,250
2024-07-06;2.520.188.551,93;17.280,92;6.307.536,65;0,250
2024-07-07;2.520.182.556,57;17.283,82;6.308.594,53;0,250
2024-07-08;2.525.350.947,53;17.322,33;6.322.650,22;0,250
2024-07-09;2.528.812.570,74;17.337,88;6.328.326,44;0,250
2024-07-10;2.533.069.278,59;17.335,97;6.327.630,79;0,250
2024-07-11;2.549.059.970,35;17.475,60;6.378.595,54;0,250
2024-07-12;2.550.070.112,99;17.470,80;6.376.840,89;0,250
2024-07-13;2.549.864.486,03;17.471,92;6.377.249,88;0,250
2024-07-14;2.549.859.764,89;17.473,85;6.377.953,73;0,250
2024-07-15;2.557.570.520,51;17.538,80;6.401.660,56;0,250
2024-07-16;2.561.141.104,00;17.541,06;6.402.485,18;0,250
2024-07-17;2.570.585.512,50;17.638,34;6.437.993,96;0,250
2024-07-18;2.550.823.198,99;17.489,77;6.383.767,04;0,250
2024-07-19;2.542.738.800,97;17.433,28;6.363.147,08;0,250
2024-07-20;2.542.674.377,38;17.437,06;6.364.526,71;0,250
2024-07-21;2.542.669.732,73;17.436,65;6.364.378,97;0,250
2024-07-22;2.536.776.945,38;17.358,53;6.335.865,06;0,250
2024-07-23;2.552.410.956,47;17.472,52;6.377.469,24;0,250
2024-07-24;2.554.368.002,83;17.518,25;6.394.160,43;0,250
2024-07-25;2.528.663.944,41;17.353,56;6.334.048,33;0,250
2024-07-26;2.526.145.459,64;17.272,40;6.304.427,47;0,250
2024-07-27;2.526.084.998,99;17.280,38;6.307.339,93;0,250
2024-07-28;2.526.079.031,01;17.283,00;6.308.294,37;0,250
2024-07-29;2.544.910.794,83;17.420,47;6.358.470,47;0,250
2024-07-30;2.553.406.928,43;17.473,83;6.377.949,25;0,250
2024-07-31;2.564.137.666,14;17.508,38;6.390.559,17;0,249
2024-08-01;2.579.175.113,65;17.674,34;6.451.135,09;0,250
2024-08-02;2.564.862.293,08;17.592,82;6.421.377,91;0,250
2024-08-03;2.564.873.327,32;17.599,18;6.423.699,88;0,250
2024-08-04;2.564.867.436,93;17.602,45;6.424.893,34;0,250
2024-08-05;2.512.979.935,83;17.271,15;6.303.971,03;0,251
2024-08-06;2.465.363.622,95;16.850,09;6.150.283,99;0,249
2024-08-07;2.492.588.731,55;17.059,82;6.226.834,37;0,250
2024-08-08;2.498.627.855,92;17.076,96;6.233.090,61;0,249
2024-08-09;2.521.365.162,63;17.236,05;6.291.159,94;0,250
2024-08-10;2.521.517.096,70;17.233,25;6.290.137,78;0,249
2024-08-11;2.521.511.214,29;17.236,72;6.291.404,40;0,250
2024-08-12;2.528.380.804,49;17.294,76;6.312.587,82;0,250
2024-08-13;2.537.106.963,22;17.324,75;6.323.534,69;0,249
2024-08-14;2.554.553.852,48;17.475,36;6.378.505,41;0,250
2024-08-15;2.559.034.199,43;17.474,46;6.378.179,13;0,249
2024-08-16;2.585.894.978,17;17.663,06;6.447.017,95;0,249
2024-08-17;2.586.468.996,75;17.670,60;6.449.768,38;0,249
2024-08-18;2.586.466.047,18;17.672,71;6.450.540,14;0,249
2024-08-19;2.595.136.950,19;17.737,25;6.474.094,48;0,249
2024-08-20;2.600.286.887,18;17.777,73;6.488.871,04;0,250
2024-08-21;2.597.969.856,59;17.754,13;6.480.258,00;0,249
2024-08-22;2.601.115.614,46;17.798,22;6.496.351,97;0,250
2024-08-23;2.600.334.743,30;17.747,88;6.477.977,21;0,249
2024-08-24;2.600.431.661,94;17.753,88;6.480.167,54;0,249
2024-08-25;2.600.427.108,38;17.755,63;6.480.804,77;0,249
2024-08-26;2.608.481.335,32;17.840,98;6.511.959,16;0,250
2024-08-27;2.609.920.076,10;17.831,76;6.508.591,56;0,249
2024-08-28;2.612.799.409,89;17.853,15;6.516.401,12;0,249
2024-08-29;2.615.635.244,84;17.862,96;6.519.980,76;0,249
2024-08-30;2.620.524.648,11;17.889,26;6.529.581,24;0,249
2024-08-31;2.627.250.100,74;17.934,86;6.546.222,66;0,249
2024-09-01;2.628.335.586,46;17.944,85;6.549.871,17;0,249
2024-09-02;2.641.011.305,34;18.035,68;6.583.022,15;0,249
2024-09-03;2.642.164.649,51;18.070,82;6.595.847,92;0,250
2024-09-04;2.622.490.728,75;17.921,60;6.541.382,75;0,249
2024-09-05;2.614.577.697,23;17.856,73;6.517.707,58;0,249
2024-09-06;2.610.305.408,43;17.854,19;6.516.779,22;0,250
2024-09-07;2.610.071.855,69;17.857,96;6.518.157,02;0,250
2024-09-08;2.610.033.084,91;17.858,36;6.518.302,30;0,250
2024-09-09;2.595.878.860,71;17.698,92;6.460.105,77;0,249
2024-09-10;2.613.850.313,11;17.830,34;6.508.073,48;0,249
2024-09-11;2.620.520.373,69;17.885,90;6.528.352,92;0,249
2024-09-12;2.635.903.718,99;17.974,43;6.560.667,39;0,249
2024-09-13;2.647.346.694,70;18.077,24;6.598.191,76;0,249
2024-09-14;2.647.346.021,21;18.084,21;6.600.736,52;0,249
2024-09-15;2.647.341.219,60;18.089,48;6.602.658,46;0,249
2024-09-16;2.655.812.389,31;18.139,33;6.620.856,80;0,249
2024-09-17;2.656.831.132,46;18.143,04;6.622.211,07;0,249
2024-09-18;2.656.020.022,97;18.158,85;6.627.980,53;0,250
2024-09-19;2.659.495.693,45;18.138,98;6.620.726,14;0,249
2024-09-20;2.679.486.125,06;18.319,65;6.686.673,43;0,250
2024-09-21;2.679.478.105,80;18.322,82;6.687.827,83;0,250
2024-09-22;2.679.473.467,28;18.326,28;6.689.091,95;0,250
2024-09-23;2.676.735.243,75;18.270,71;6.668.809,95;0,249
2024-09-24;2.688.086.208,72;18.335,79;6.692.564,73;0,249
2024-09-25;2.693.389.056,97;18.413,57;6.720.953,77;0,250
2024-09-26;2.696.741.769,34;18.388,04;6.711.633,76;0,249
2024-09-27;2.717.492.955,24;18.542,63;6.768.061,51;0,249
2024-09-28;2.717.974.015,23;18.547,29;6.769.761,66;0,249
2024-09-29;2.717.976.956,23;18.550,58;6.770.962,61;0,249
2024-09-30;2.719.570.380,12;18.573,40;6.779.290,81;0,249
2024-10-01;2.726.367.673,23;18.575,46;6.780.041,65;0,249
2024-10-02;2.730.948.009,31;18.622,69;6.797.283,33;0,249
2024-10-03;2.738.102.528,31;18.668,69;6.814.072,91;0,249
2024-10-04;2.735.557.560,49;18.629,09;6.799.616,72;0,249
2024-10-05;2.745.939.466,78;18.693,33;6.823.067,12;0,248
2024-10-06;2.747.455.875,65;18.707,44;6.828.214,15;0,249
2024-10-07;2.753.341.342,09;18.750,96;6.844.100,94;0,249
2024-10-08;2.748.854.884,45;18.723,26;6.833.989,95;0,249
2024-10-09;2.752.575.311,59;18.711,79;6.829.804,50;0,248
2024-10-10;2.764.599.471,66;18.808,59;6.865.133,54;0,248
2024-10-11;2.769.003.268,85;18.822,97;6.870.383,64;0,248
2024-10-12;2.774.472.367,47;18.868,39;6.886.964,05;0,248
2024-10-13;2.775.270.427,52;18.876,11;6.889.780,09;0,248
2024-10-14;2.779.217.977,78;18.897,94;6.897.746,60;0,248
2024-10-15;2.793.619.551,83;19.014,18;6.940.176,85;0,248
2024-10-16;2.788.697.677,41;18.953,19;6.917.912,98;0,248
2024-10-17;2.797.911.612,54;19.009,97;6.938.639,30;0,248
2024-10-18;2.807.817.966,51;19.070,66;6.960.790,19;0,248
2024-10-19;2.812.076.490,38;19.105,32;6.973.440,79;0,248
2024-10-20;2.812.729.403,96;19.112,36;6.976.011,45;0,248
2024-10-21;2.812.800.818,09;19.133,83;6.983.848,50;0,248
2024-10-22;2.808.773.364,11;19.078,99;6.963.830,05;0,248
2024-10-23;2.804.307.266,63;19.057,48;6.955.981,09;0,248
2024-10-24;2.800.629.999,20;19.019,97;6.942.289,35;0,248
2024-10-25;2.800.524.847,92;19.019,40;6.942.081,62;0,248
2024-10-26;2.795.362.582,23;18.991,32;6.931.831,84;0,248
2024-10-27;2.794.649.477,79;18.987,37;6.930.390,83;0,248
2024-10-28;2.798.999.592,91;18.996,15;6.933.594,01;0,248
2024-10-29;2.809.831.261,12;19.067,85;6.959.763,55;0,248
2024-10-30;2.809.534.735,27;19.081,22;6.964.646,87;0,248
2024-10-31;2.786.844.750,32;18.956,63;6.919.170,95;0,248
2024-11-01;2.767.908.534,48;18.827,79;6.872.144,31;0,248
2024-11-02;2.773.574.014,51;18.869,46;6.887.353,58;0,248
2024-11-03;2.774.444.234,41;18.878,54;6.890.667,86;0,248
2024-11-04;2.778.342.348,36;18.880,18;6.891.265,48;0,248
2024-11-05;2.784.766.511,18;18.879,12;6.890.879,35;0,247
2024-11-06;2.811.262.803,23;19.013,38;6.939.883,42;0,247
2024-11-07;2.853.055.274,77;19.338,08;7.058.399,89;0,247
2024-11-08;2.860.601.897,92;19.406,11;7.083.229,86;0,248
2024-11-09;2.868.443.992,70;19.465,25;7.104.815,16;0,248
2024-11-10;2.869.521.468,38;19.477,27;7.109.203,68;0,248
2024-11-11;2.869.109.800,21;19.476,12;7.108.784,52;0,248
2024-11-12;2.886.822.055,95;19.618,06;7.160.591,18;0,248
2024-11-13;2.876.763.588,89;19.526,38;7.127.128,37;0,248
2024-11-14;2.878.670.125,34;19.513,43;7.122.400,38;0,247
2024-11-15;2.879.548.229,29;19.538,70;7.131.626,07;0,248
2024-11-16;2.871.255.789,42;19.489,97;7.113.838,23;0,248
2024-11-17;2.870.033.623,73;19.484,99;7.112.022,09;0,248
2024-11-18;2.874.050.480,39;19.472,48;7.107.453,52;0,247
2024-11-19;2.880.415.670,59;19.517,87;7.124.022,38;0,247
2024-11-20;2.885.058.910,97;19.551,77;7.136.395,65;0,247
2024-11-21;2.894.902.143,61;19.601,09;7.154.396,46;0,247
2024-11-22;2.910.714.456,73;19.682,26;7.184.026,27;0,247
2024-11-23;2.930.086.681,16;19.816,98;7.233.196,52;0,247
2024-11-24;2.932.792.402,84;19.840,61;7.241.820,86;0,247
2024-11-25;2.935.832.613,73;19.873,63;7.253.876,34;0,247
2024-11-26;2.937.824.380,59;19.886,82;7.258.690,88;0,247
2024-11-27;2.940.669.299,01;19.903,02;7.264.601,44;0,247
2024-11-28;2.932.992.776,69;19.842,86;7.242.642,49;0,247
2024-11-29;2.943.261.373,12;19.902,83;7.264.534,77;0,247
2024-11-30;2.950.786.055,89;19.965,81;7.287.519,76;0,247
2024-12-01;2.951.836.184,85;19.976,53;7.291.432,35;0,247
2024-12-02;2.963.859.852,22;20.038,27;7.313.966,81;0,247
2024-12-03;2.992.085.065,20;20.236,97;7.386.494,78;0,247
