Fecha;"Volumen (€)";"Aportaciones netas (día, €)";"Aportaciones netas acumuladas (€)"
2017-05-06;38.926.825,83;0,00;37.297.963,20
2017-05-07;38.926.738,93;0,00;37.297.963,20
2017-05-08;39.079.225,41;100.297,81;37.398.261,01
2017-05-09;39.308.008,60;156.481,47;37.554.742,48
2017-05-10;39.453.243,53;115.919,22;37.670.661,70
2017-05-11;39.625.858,28;23.167,56;37.693.829,26
2017-05-12;39.707.650,48;74.410,99;37.768.240,25
2017-05-13;39.707.759,53;0,00;37.768.240,25
2017-05-14;39.707.668,56;0,00;37.768.240,25
2017-05-15;39.890.689,37;171.050,95;37.939.291,20
2017-05-16;39.952.983,62;181.123,78;38.120.414,98
2017-05-17;39.749.083,11;-36.319,71;38.084.095,27
2017-05-18;39.661.671,17;222.279,86;38.306.375,13
2017-05-19;40.033.657,45;367.523,94;38.673.899,07
2017-05-20;40.033.582,70;0,00;38.673.899,07
2017-05-21;40.033.508,13;0,00;38.673.899,07
2017-05-22;40.194.772,15;178.086,56;38.851.985,63
2017-05-23;40.305.459,52;89.656,61;38.941.642,24
2017-05-24;40.388.440,96;70.841,54;39.012.483,78
2017-05-25;40.560.327,81;16.792,98;39.029.276,76
2017-05-26;40.691.420,60;131.487,91;39.160.764,67
2017-05-27;40.691.326,23;0,00;39.160.764,67
2017-05-28;40.691.234,04;0,00;39.160.764,67
2017-05-29;40.907.042,91;82.970,50;39.243.735,17
2017-05-30;40.999.683,94;86.401,65;39.330.136,82
2017-05-31;41.084.546,94;104.125,35;39.434.262,17
2017-06-01;41.024.175,39;79.207,52;39.513.469,69
2017-06-02;41.299.271,14;140.979,15;39.654.448,84
2017-06-03;41.299.175,37;0,00;39.654.448,84
2017-06-04;41.299.079,60;0,00;39.654.448,84
2017-06-05;41.378.182,85;57.447,11;39.711.895,95
2017-06-06;41.534.762,77;143.037,42;39.854.933,37
2017-06-07;41.778.991,07;139.629,46;39.994.562,83
2017-06-08;41.933.318,62;120.562,58;40.115.125,41
2017-06-09;42.135.980,75;283.397,15;40.398.522,56
2017-06-10;42.135.879,44;0,00;40.398.522,56
2017-06-11;42.134.493,13;0,00;40.398.522,56
2017-06-12;42.311.747,34;184.848,83;40.583.371,39
2017-06-13;42.426.319,93;175.040,10;40.758.411,49
2017-06-14;42.616.563,43;82.271,16;40.840.682,65
2017-06-15;42.663.936,21;78.905,74;40.919.588,39
2017-06-16;42.853.919,88;179.411,51;41.098.999,90
2017-06-17;42.853.919,30;0,00;41.098.999,90
2017-06-18;42.871.183,91;0,00;41.098.999,90
2017-06-19;43.213.348,59;304.710,02;41.403.709,92
2017-06-20;43.988.475,33;583.889,54;41.987.599,46
2017-06-21;44.119.015,88;197.436,48;42.185.035,94
2017-06-22;44.120.169,23;58.678,42;42.243.714,36
2017-06-23;44.144.772,00;36.367,13;42.280.081,49
2017-06-24;44.144.693,82;0,00;42.280.081,49
2017-06-25;44.144.615,64;0,00;42.280.081,49
2017-06-26;44.211.250,35;47.291,44;42.327.372,93
2017-06-27;44.456.907,12;265.072,74;42.592.445,67
2017-06-28;44.173.117,78;63.926,44;42.656.372,11
2017-06-29;44.174.055,68;139.580,18;42.795.952,29
2017-06-30;43.926.863,98;24.210,37;42.820.162,66
2017-07-01;43.926.863,83;0,00;42.820.162,66
2017-07-02;43.926.863,83;0,00;42.820.162,66
2017-07-03;44.064.597,88;145.686,48;42.965.849,14
2017-07-04;44.396.490,80;166.764,67;43.132.613,81
2017-07-05;44.448.365,05;70.694,61;43.203.308,42
2017-07-06;44.561.416,03;73.062,87;43.276.371,29
2017-07-07;43.898.730,21;-264.502,09;43.011.869,20
2017-07-08;43.898.730,21;0,00;43.011.869,20
2017-07-09;44.022.159,17;0,00;43.011.869,20
2017-07-10;44.299.453,82;337.737,01;43.349.606,21
2017-07-11;44.563.050,28;143.299,00;43.492.905,21
2017-07-12;44.601.638,74;14.598,16;43.507.503,37
2017-07-13;44.966.355,46;140.391,48;43.647.894,85
2017-07-14;45.068.289,19;31.639,76;43.679.534,61
2017-07-15;45.068.289,19;0,00;43.679.534,61
2017-07-16;45.112.723,17;0,00;43.679.534,61
2017-07-17;45.189.984,78;33.668,11;43.713.202,72
2017-07-18;45.262.729,81;133.961,11;43.847.163,83
2017-07-19;45.237.765,87;152.958,49;44.000.122,32
2017-07-20;45.561.537,21;69.738,70;44.069.861,02
2017-07-21;45.408.906,61;12.974,10;44.082.835,12
2017-07-22;45.408.820,16;0,00;44.082.835,12
2017-07-23;45.408.735,68;0,00;44.082.835,12
2017-07-24;45.615.242,69;271.987,87;44.354.822,99
2017-07-25;45.702.696,40;93.439,27;44.448.262,26
2017-07-26;45.715.981,28;41.334,22;44.489.596,48
2017-07-27;45.868.541,10;33.393,03;44.522.989,51
2017-07-28;45.971.161,18;142.607,74;44.665.597,25
2017-07-29;45.971.161,07;0,00;44.665.597,25
2017-07-30;45.989.732,65;0,00;44.665.597,25
2017-07-31;46.105.422,52;149.836,89;44.815.434,14
2017-08-01;46.039.590,92;201.337,79;45.016.771,93
2017-08-02;46.141.912,44;30.056,84;45.046.828,77
2017-08-03;46.223.696,73;82.580,66;45.129.409,43
2017-08-04;46.248.143,81;58.889,83;45.188.299,26
2017-08-05;46.248.057,99;0,00;45.188.299,26
2017-08-06;46.247.971,96;0,00;45.188.299,26
2017-08-07;46.610.624,48;54.833,43;45.243.132,69
2017-08-08;46.782.812,78;229.661,06;45.472.793,75
2017-08-09;47.040.793,12;210.165,18;45.682.958,93
2017-08-10;46.973.211,86;36.786,10;45.719.745,03
2017-08-11;46.836.312,07;125.234,28;45.844.979,31
2017-08-12;46.836.226,41;0,00;45.844.979,31
2017-08-13;46.836.140,75;0,00;45.844.979,31
2017-08-14;46.785.992,66;-24.125,22;45.820.854,09
2017-08-15;47.057.368,53;44.869,20;45.865.723,29
2017-08-16;47.207.698,49;159.096,97;46.024.820,26
2017-08-17;47.073.168,46;-174.188,40;45.850.631,86
2017-08-18;46.831.497,64;30.315,25;45.880.947,11
2017-08-19;46.831.410,37;0,00;45.880.947,11
2017-08-20;46.831.323,11;0,00;45.880.947,11
2017-08-21;47.279.568,64;441.798,34;46.322.745,45
2017-08-22;47.354.178,95;148.162,73;46.470.908,18
2017-08-23;47.644.671,23;42.602,65;46.513.510,83
2017-08-24;47.593.526,53;89.218,34;46.602.729,17
2017-08-25;47.768.152,16;146.186,89;46.748.916,06
2017-08-26;47.768.062,47;0,00;46.748.916,06
2017-08-27;47.767.972,78;0,00;46.748.916,06
2017-08-28;47.808.507,29;144.851,75;46.893.767,81
2017-08-29;47.777.044,16;80.544,55;46.974.312,36
2017-08-30;47.689.464,42;42.978,40;47.017.290,76
2017-08-31;48.278.125,25;288.318,57;47.305.609,33
2017-09-01;48.617.632,03;168.527,94;47.474.137,27
2017-09-02;48.617.841,93;0,00;47.474.137,27
2017-09-03;48.617.751,83;0,00;47.474.137,27
2017-09-04;48.766.781,01;83.796,50;47.557.933,77
2017-09-05;48.662.808,51;11.710,38;47.569.644,15
2017-09-06;48.722.156,57;122.484,19;47.692.128,34
2017-09-07;48.760.268,84;21.305,98;47.713.434,32
2017-09-08;48.827.691,84;106.304,12;47.819.738,44
2017-09-09;48.827.589,64;0,00;47.819.738,44
2017-09-10;48.827.499,16;0,00;47.819.738,44
2017-09-11;48.826.467,87;11.741,59;47.831.480,03
2017-09-12;49.345.726,54;74.810,83;47.906.290,86
2017-09-13;49.438.293,37;171.938,28;48.078.229,14
2017-09-14;49.507.632,39;-9.058,35;48.069.170,79
2017-09-15;49.152.729,74;-378.802,49;47.690.368,30
2017-09-16;49.157.262,16;0,00;47.690.368,30
2017-09-17;49.157.167,92;0,00;47.690.368,30
2017-09-18;49.570.497,44;555.628,81;48.245.997,11
2017-09-19;49.723.699,44;71.599,84;48.317.596,95
2017-09-20;50.242.940,56;517.912,90;48.835.509,85
2017-09-21;49.813.928,88;-427.540,64;48.407.969,21
2017-09-22;49.984.474,26;97.155,43;48.505.124,64
2017-09-23;49.984.463,88;0,00;48.505.124,64
2017-09-24;49.971.720,15;0,00;48.505.124,64
2017-09-25;49.950.908,34;55.066,96;48.560.191,60
2017-09-26;50.111.817,25;13.013,13;48.573.204,73
2017-09-27;50.312.414,41;67.139,63;48.640.344,36
2017-09-28;50.487.678,08;74.592,51;48.714.936,87
2017-09-29;50.513.414,13;101.514,54;48.816.451,41
2017-09-30;50.514.522,42;0,00;48.816.451,41
2017-10-01;50.519.101,20;0,00;48.816.451,41
2017-10-02;50.753.804,50;157.035,97;48.973.487,38
2017-10-03;51.173.606,60;202.923,10;49.176.410,48
2017-10-04;51.360.195,55;113.150,39;49.289.560,87
2017-10-05;51.553.135,52;182.761,41;49.472.322,28
2017-10-06;51.846.145,93;139.326,03;49.611.648,31
2017-10-07;51.846.548,79;0,00;49.611.648,31
2017-10-08;51.846.451,65;0,00;49.611.648,31
2017-10-09;52.608.263,27;741.034,61;50.352.682,92
2017-10-10;52.951.303,95;338.202,72;50.690.885,64
2017-10-11;52.957.400,57;92.704,26;50.783.589,90
2017-10-12;53.770.282,84;825.487,55;51.609.077,45
2017-10-13;53.974.745,13;197.522,00;51.806.599,45
2017-10-14;53.979.645,60;0,00;51.806.599,45
2017-10-15;53.979.546,13;0,00;51.806.599,45
2017-10-16;54.279.819,23;148.265,16;51.954.864,61
2017-10-17;54.630.450,56;177.875,74;52.132.740,35
2017-10-18;55.053.751,34;337.387,36;52.470.127,71
2017-10-19;55.184.680,34;162.748,27;52.632.875,98
2017-10-20;57.153.635,54;2.224.976,46;54.857.852,44
2017-10-21;57.160.810,12;0,00;54.857.852,44
2017-10-22;57.160.708,24;0,00;54.857.852,44
2017-10-23;57.430.136,78;110.355,38;54.968.207,82
2017-10-24;57.564.478,60;124.479,87;55.092.687,69
2017-10-25;57.642.777,78;109.426,12;55.202.113,81
2017-10-26;57.593.215,00;160.396,55;55.362.510,36
2017-10-27;59.153.531,15;1.138.489,71;56.501.000,07
2017-10-28;59.156.076,95;0,00;56.501.000,07
2017-10-29;59.156.023,08;0,00;56.501.000,07
2017-10-30;59.757.617,36;147.832,66;56.648.832,73
2017-10-31;59.904.303,91;132.832,93;56.781.665,66
2017-11-01;60.314.443,25;209.255,75;56.990.921,41
2017-11-02;60.281.861,72;107.736,07;57.098.657,48
2017-11-03;60.699.736,19;232.115,77;57.330.773,25
2017-11-04;60.699.731,11;0,00;57.330.773,25
2017-11-05;60.700.676,03;0,00;57.330.773,25
2017-11-06;61.266.354,44;522.656,07;57.853.429,32
2017-11-07;61.827.883,45;331.839,59;58.185.268,91
2017-11-08;62.192.334,93;308.180,88;58.493.449,79
2017-11-09;62.348.531,72;202.235,69;58.695.685,48
2017-11-10;62.102.046,33;156.136,04;58.851.821,52
2017-11-11;62.117.567,75;0,00;58.851.821,52
2017-11-12;62.109.883,20;0,00;58.851.821,52
2017-11-13;62.358.343,59;469.735,53;59.321.557,05
2017-11-14;62.556.971,38;262.568,81;59.584.125,86
2017-11-15;62.261.679,02;167.143,61;59.751.269,47
2017-11-16;62.385.531,44;120.235,09;59.871.504,56
2017-11-17;62.795.153,91;205.802,53;60.077.307,09
2017-11-18;62.797.120,45;0,00;60.077.307,09
2017-11-19;62.798.861,54;0,00;60.077.307,09
2017-11-20;64.471.177,12;1.618.179,60;61.695.486,69
2017-11-21;64.992.174,86;389.595,30;62.085.081,99
2017-11-22;65.493.386,07;192.330,65;62.277.412,64
2017-11-23;65.544.158,73;124.642,05;62.402.054,69
2017-11-24;65.459.199,44;101.619,96;62.503.674,65
2017-11-25;65.459.638,57;0,00;62.503.674,65
2017-11-26;65.459.577,70;0,00;62.503.674,65
2017-11-27;65.523.783,73;226.007,37;62.729.682,02
2017-11-28;65.773.090,83;239.250,23;62.968.932,25
2017-11-29;66.867.996,68;696.366,49;63.665.298,74
2017-11-30;67.006.246,96;285.260,44;63.950.559,18
2017-12-01;67.126.858,00;166.386,69;64.116.945,87
2017-12-02;67.133.930,47;0,00;64.116.945,87
2017-12-03;67.139.719,84;0,00;64.116.945,87
2017-12-04;67.371.847,63;113.711,61;64.230.657,48
2017-12-05;67.722.946,48;288.420,71;64.519.078,19
2017-12-06;67.731.193,42;5.809,29;64.524.887,48
2017-12-07;67.957.698,79;175.062,98;64.699.950,46
2017-12-08;68.371.065,21;323.136,58;65.023.087,04
2017-12-09;68.615.400,38;0,00;65.023.087,04
2017-12-10;68.616.184,27;0,00;65.023.087,04
2017-12-11;69.066.223,73;442.521,44;65.465.608,48
2017-12-12;69.287.465,41;170.705,78;65.636.314,26
2017-12-13;69.713.612,90;241.186,93;65.877.501,19
2017-12-14;69.872.062,46;287.598,89;66.165.100,08
2017-12-15;69.858.516,84;155.989,64;66.321.089,72
2017-12-16;69.872.325,75;0,00;66.321.089,72
2017-12-17;69.872.705,64;0,00;66.321.089,72
2017-12-18;70.714.342,89;587.326,93;66.908.416,65
2017-12-19;71.401.622,86;403.390,29;67.311.806,94
2017-12-20;71.603.199,21;547.305,34;67.859.112,28
2017-12-21;71.624.978,10;223.027,93;68.082.140,21
2017-12-22;71.958.006,68;256.309,49;68.338.449,70
2017-12-23;71.957.779,46;0,00;68.338.449,70
2017-12-24;72.025.084,44;0,00;68.338.449,70
2017-12-25;72.032.201,81;1.996,67;68.340.446,37
2017-12-26;72.202.434,54;81.079,13;68.421.525,50
2017-12-27;72.468.423,79;459.926,36;68.881.451,86
2017-12-28;72.904.753,51;352.025,16;69.233.477,02
2017-12-29;73.040.773,35;210.100,37;69.443.577,39
2017-12-30;73.074.500,64;0,00;69.443.577,39
2017-12-31;73.102.893,96;0,00;69.443.577,39
2018-01-01;72.798.603,59;1.005,46;69.444.582,85
2018-01-02;73.176.173,52;379.161,35;69.823.744,20
2018-01-03;73.569.458,57;327.626,15;70.151.370,35
2018-01-04;74.176.720,87;620.600,40;70.771.970,75
2018-01-05;74.719.139,96;116.489,03;70.888.459,78
2018-01-06;74.719.087,37;0,00;70.888.459,78
2018-01-07;74.719.847,79;0,00;70.888.459,78
2018-01-08;75.450.621,24;458.452,45;71.346.912,23
2018-01-09;75.843.021,81;75.474,32;71.422.386,55
2018-01-10;76.267.147,57;317.713,13;71.740.099,68
2018-01-11;76.309.149,14;273.383,85;72.013.483,53
2018-01-12;76.591.221,81;347.024,49;72.360.508,02
2018-01-13;76.591.068,51;0,00;72.360.508,02
2018-01-14;76.591.515,21;0,00;72.360.508,02
2018-01-15;76.805.146,84;238.309,70;72.598.817,72
2018-01-16;76.716.809,47;140.209,76;72.739.027,48
2018-01-17;77.093.372,22;229.940,15;72.968.967,63
2018-01-18;77.790.946,72;588.384,36;73.557.351,99
2018-01-19;79.110.902,72;1.222.657,65;74.780.009,64
2018-01-20;79.095.302,42;0,00;74.780.009,64
2018-01-21;79.095.147,26;0,00;74.780.009,64
2018-01-22;79.645.254,21;193.535,45;74.973.545,09
2018-01-23;80.314.668,81;479.397,34;75.452.942,43
2018-01-24;80.709.682,93;340.627,97;75.793.570,40
2018-01-25;80.554.560,00;303.697,35;76.097.267,75
2018-01-26;80.437.972,04;98.439,52;76.195.707,27
2018-01-27;80.428.338,53;23.646,35;76.219.353,62
2018-01-28;80.428.429,22;0,00;76.219.353,62
2018-01-29;81.181.445,87;442.372,30;76.661.725,92
2018-01-30;81.486.937,20;352.152,64;77.013.878,56
2018-01-31;81.140.944,56;115.233,69;77.129.112,25
2018-02-01;81.062.021,49;224.077,39;77.353.189,64
2018-02-02;81.168.502,76;229.309,03;77.582.498,67
2018-02-03;81.168.903,93;0,00;77.582.498,67
2018-02-04;81.170.446,14;0,00;77.582.498,67
2018-02-05;80.612.270,54;201.989,15;77.784.487,82
2018-02-06;80.218.763,65;659.260,87;78.443.748,69
2018-02-07;80.244.693,00;164.932,71;78.608.681,40
2018-02-08;80.677.006,94;302.105,11;78.910.786,51
2018-02-09;80.077.386,28;320.951,94;79.231.738,45
2018-02-10;80.077.228,87;0,00;79.231.738,45
2018-02-11;80.077.071,48;0,00;79.231.738,45
2018-02-12;80.150.848,91;16.580,04;79.248.318,49
2018-02-13;80.825.394,04;278.977,62;79.527.296,11
2018-02-14;80.694.326,85;33.583,34;79.560.879,45
2018-02-15;81.589.037,24;457.625,14;80.018.504,59
2018-02-16;82.214.412,62;305.834,62;80.324.339,21
2018-02-17;82.215.301,44;0,00;80.324.339,21
2018-02-18;82.215.240,21;0,00;80.324.339,21
2018-02-19;82.662.033,43;155.857,56;80.480.196,77
2018-02-20;82.818.784,17;108.978,70;80.589.175,47
2018-02-21;83.071.906,27;293.083,01;80.882.258,48
2018-02-22;84.354.970,62;1.213.391,68;82.095.650,16
2018-02-23;84.470.719,19;98.882,63;82.194.532,79
2018-02-24;84.470.604,64;0,00;82.194.532,79
2018-02-25;84.471.660,09;0,00;82.194.532,79
2018-02-26;85.299.724,04;160.368,90;82.354.901,69
2018-02-27;85.952.555,28;258.722,21;82.613.623,90
2018-02-28;85.812.123,02;54.895,07;82.668.518,97
2018-03-01;85.714.310,53;269.625,73;82.938.144,70
2018-03-02;85.325.253,83;132.625,05;83.070.769,75
2018-03-03;84.989.280,00;52.933,80;83.123.703,55
2018-03-04;84.997.115,70;0,00;83.123.703,55
2018-03-05;85.029.357,29;238.270,91;83.361.974,46
2018-03-06;85.631.996,41;393.360,46;83.755.334,92
2018-03-07;85.683.448,95;113.636,38;83.868.971,30
2018-03-08;85.858.308,73;57.594,61;83.926.565,91
2018-03-09;86.705.302,56;36.829,70;83.963.395,61
2018-03-10;86.565.247,63;0,00;83.963.395,61
2018-03-11;86.565.077,97;0,00;83.963.395,61
2018-03-12;87.392.831,58;220.133,52;84.183.529,13
2018-03-13;87.241.103,36;290.256,50;84.473.785,63
2018-03-14;87.319.249,61;108.722,15;84.582.507,78
2018-03-15;87.741.747,86;352.846,92;84.935.354,70
2018-03-16;88.054.242,51;91.605,95;85.026.960,65
2018-03-17;88.054.068,99;0,00;85.026.960,65
2018-03-18;88.053.895,47;0,00;85.026.960,65
2018-03-19;88.060.316,04;92.612,73;85.119.573,38
2018-03-20;87.685.642,96;-70.972,66;85.048.600,72
2018-03-21;87.536.066,54;52.876,00;85.101.476,72
2018-03-22;86.982.910,13;160.131,01;85.261.607,73
2018-03-23;85.916.243,72;62.546,19;85.324.153,92
2018-03-24;85.917.826,48;0,00;85.324.153,92
2018-03-25;85.917.709,21;0,00;85.324.153,92
2018-03-26;86.055.770,72;121.558,37;85.445.712,29
2018-03-27;86.340.245,54;-20.493,20;85.425.219,09
2018-03-28;86.583.579,18;124.285,91;85.549.505,00
2018-03-29;86.754.426,64;88.520,02;85.638.025,02
2018-03-30;87.322.414,79;0,00;85.638.025,02
2018-03-31;87.322.447,89;0,00;85.638.025,02
2018-04-01;87.323.325,99;0,00;85.638.025,02
2018-04-02;87.291.200,00;2.555,00;85.640.580,02
2018-04-03;86.846.502,99;142.365,97;85.782.945,99
2018-04-04;87.461.459,94;255.899,19;86.038.845,18
2018-04-05;87.677.674,29;114.455,74;86.153.300,92
2018-04-06;88.276.315,72;31.093,18;86.184.394,10
2018-04-07;88.276.359,88;0,00;86.184.394,10
2018-04-08;88.276.185,17;0,00;86.184.394,10
2018-04-09;87.762.717,72;67.092,48;86.251.486,58
2018-04-10;87.896.674,06;94.141,22;86.345.627,80
2018-04-11;88.518.987,84;223.324,81;86.568.952,61
2018-04-12;88.213.572,05;-97.786,97;86.471.165,64
2018-04-13;88.571.616,09;-30.656,07;86.440.509,57
2018-04-14;88.571.606,35;0,00;86.440.509,57
2018-04-15;88.571.429,65;0,00;86.440.509,57
2018-04-16;88.574.679,02;148.817,17;86.589.326,74
2018-04-17;88.812.551,36;72.860,95;86.662.187,69
2018-04-18;89.412.747,52;152.028,06;86.814.215,75
2018-04-19;89.347.648,74;-57.672,21;86.756.543,54
2018-04-20;89.326.841,74;106.774,25;86.863.317,79
2018-04-21;89.328.380,43;0,00;86.863.317,79
2018-04-22;89.328.302,09;0,00;86.863.317,79
2018-04-23;89.395.476,66;92.186,14;86.955.503,93
2018-04-24;89.531.482,50;138.561,38;87.094.065,31
2018-04-25;89.350.978,78;14.016,24;87.108.081,55
2018-04-26;89.482.998,61;189.175,08;87.297.256,63
2018-04-27;90.096.749,97;-93.162,47;87.204.094,16
2018-04-28;90.096.567,09;0,00;87.204.094,16
2018-04-29;90.097.934,36;0,00;87.204.094,16
2018-04-30;90.388.319,49;83.575,03;87.287.669,19
2018-05-01;90.207.501,51;13.311,31;87.300.980,50
2018-05-02;90.702.199,61;191.612,42;87.492.592,92
2018-05-03;90.877.042,11;266.810,40;87.759.403,32
2018-05-04;91.190.289,64;237.847,50;87.997.250,82
2018-05-05;91.359.359,56;0,00;87.997.250,82
2018-05-06;91.360.825,30;0,00;87.997.250,82
2018-05-07;91.634.941,31;228.510,62;88.225.761,44
2018-05-08;92.324.523,44;363.474,70;88.589.236,14
2018-05-09;92.719.136,86;126.923,85;88.716.159,99
2018-05-10;93.072.693,89;105.680,47;88.821.840,46
2018-05-11;93.446.607,44;19.326,61;88.841.167,07
2018-05-12;93.460.989,37;0,00;88.841.167,07
2018-05-13;93.461.850,35;0,00;88.841.167,07
2018-05-14;93.524.468,13;131.285,94;88.972.453,01
2018-05-15;93.575.025,95;121.008,26;89.093.461,27
2018-05-16;93.661.496,45;146.807,20;89.240.268,47
2018-05-17;93.965.283,75;-5.197,32;89.235.071,15
2018-05-18;93.959.281,64;10.706,53;89.245.777,68
2018-05-19;93.959.941,34;0,00;89.245.777,68
2018-05-20;93.960.402,76;0,00;89.245.777,68
2018-05-21;93.969.740,86;15.836,49;89.261.614,17
2018-05-22;94.344.005,75;266.450,02;89.528.064,19
2018-05-23;94.475.071,36;41.718,89;89.569.783,08
2018-05-24;94.946.230,36;455.394,67;90.025.177,75
2018-05-25;95.087.787,11;283.293,83;90.308.471,58
2018-05-26;95.087.591,25;0,00;90.308.471,58
2018-05-27;95.087.399,41;0,00;90.308.471,58
2018-05-28;95.330.035,29;107.743,93;90.416.215,51
2018-05-29;95.348.211,25;146.222,95;90.562.438,46
2018-05-30;95.029.881,66;248.248,59;90.810.687,05
2018-05-31;95.115.430,57;128.988,55;90.939.675,60
2018-06-01;95.282.642,92;212.419,36;91.152.094,96
2018-06-02;95.283.881,06;0,00;91.152.094,96
2018-06-03;95.285.888,33;0,00;91.152.094,96
2018-06-04;95.952.643,58;134.066,76;91.286.161,72
2018-06-05;96.593.928,25;371.684,51;91.657.846,23
2018-06-06;97.297.771,17;665.962,30;92.323.808,53
2018-06-07;97.666.991,50;807.500,23;93.131.308,76
2018-06-08;97.695.019,73;162.148,52;93.293.457,28
2018-06-09;97.693.549,81;0,00;93.293.457,28
2018-06-10;97.693.354,92;0,00;93.293.457,28
2018-06-11;98.128.953,00;292.431,92;93.585.889,20
2018-06-12;98.351.880,38;147.785,96;93.733.675,16
2018-06-13;98.814.439,41;258.530,70;93.992.205,86
2018-06-14;99.067.412,86;255.032,19;94.247.238,05
2018-06-15;99.953.536,52;148.457,88;94.395.695,93
2018-06-16;99.950.633,52;0,00;94.395.695,93
2018-06-17;99.950.734,81;0,00;94.395.695,93
2018-06-18;100.214.179,04;333.855,94;94.729.551,87
2018-06-19;100.180.583,74;192.993,95;94.922.545,82
2018-06-20;100.401.242,25;293.877,20;95.216.423,02
2018-06-21;100.587.151,67;165.257,43;95.381.680,45
2018-06-22;100.319.252,93;283.449,03;95.665.129,48
2018-06-23;100.317.805,92;-3.251,80;95.661.877,68
2018-06-24;100.317.602,06;0,00;95.661.877,68
2018-06-25;100.416.194,80;204.880,00;95.866.757,68
2018-06-26;99.577.852,60;128.382,56;95.995.140,24
2018-06-27;99.696.566,84;172.944,59;96.168.084,83
2018-06-28;99.985.998,77;128.440,39;96.296.525,22
2018-06-29;100.291.637,99;124.113,55;96.420.638,77
2018-06-30;100.291.478,22;0,00;96.420.638,77
2018-07-01;100.308.399,69;0,00;96.420.638,77
2018-07-02;100.608.025,16;353.363,77;96.774.002,54
2018-07-03;101.082.896,16;338.416,45;97.112.418,99
2018-07-04;101.178.279,89;212.841,37;97.325.260,36
2018-07-05;101.200.575,74;7.847,14;97.333.107,50
2018-07-06;101.298.524,54;57.330,29;97.390.437,79
2018-07-07;101.298.322,19;0,00;97.390.437,79
2018-07-08;101.298.617,86;0,00;97.390.437,79
2018-07-09;101.729.976,91;259.237,50;97.649.675,29
2018-07-10;102.431.533,31;197.318,02;97.846.993,31
2018-07-11;102.785.136,96;155.936,45;98.002.929,76
2018-07-12;102.496.802,03;141.555,35;98.144.485,11
2018-07-13;103.315.855,52;257.267,53;98.401.752,64
2018-07-14;103.315.595,32;0,00;98.401.752,64
2018-07-15;103.315.595,32;0,00;98.401.752,64
2018-07-16;103.705.954,13;186.559,41;98.588.312,05
2018-07-17;103.742.973,35;285.605,52;98.873.917,57
2018-07-18;104.245.050,65;80.470,18;98.954.387,75
2018-07-19;104.390.402,11;-19.307,26;98.935.080,49
2018-07-20;104.537.926,74;221.081,74;99.156.162,23
2018-07-21;104.539.720,20;0,00;99.156.162,23
2018-07-22;104.539.873,63;0,00;99.156.162,23
2018-07-23;104.249.682,55;131.169,44;99.287.331,67
2018-07-24;104.456.610,79;178.825,54;99.466.157,21
2018-07-25;105.801.040,54;427.363,15;99.893.520,36
2018-07-26;106.404.574,38;643.743,46;100.537.263,82
2018-07-27;106.709.238,74;261.339,69;100.798.603,51
2018-07-28;106.609.637,18;0,00;100.798.603,51
2018-07-29;106.609.427,97;0,00;100.798.603,51
2018-07-30;106.922.980,67;322.500,13;101.121.103,64
2018-07-31;106.656.502,68;271.158,78;101.392.262,42
2018-08-01;107.028.316,68;211.287,01;101.603.549,43
2018-08-02;107.036.821,09;30.058,62;101.633.608,05
2018-08-03;107.305.800,31;219.513,02;101.853.121,07
